Invoice ID,Date,City,Customer type,Gender,Product line,Unit cost,Unit price,Quantity
500-02-2261,3/21/2019,Naypyitaw,Normal,Female,Food and beverages,9.4,57.29,6
720-72-2436,3/2/2019,Yangon,Normal,Male,Food and beverages,9.4,66.52,4
702-83-5291,3/27/2019,Naypyitaw,Member,Male,Fashion accessories,8.64,99.82,9
809-69-9497,1/19/2019,Yangon,Normal,Female,Home and lifestyle,9.86,45.68,10
449-16-6770,2/19/2019,Yangon,Normal,Male,Health and beauty,9.33,50.79,5
333-23-2632,3/28/2019,Yangon,Member,Male,Health and beauty,9.33,10.08,7
489-82-1237,1/5/2019,Yangon,Normal,Female,Electronic accessories,9.8,93.88,7
859-97-6048,3/26/2019,Naypyitaw,Member,Male,Electronic accessories,9.8,84.25,2
676-10-2200,2/3/2019,Mandalay,Member,Male,Fashion accessories,8.64,53.78,1
373-88-1424,2/6/2019,Naypyitaw,Member,Male,Home and lifestyle,9.86,35.81,5
365-16-4334,2/24/2019,Mandalay,Normal,Female,Food and beverages,9.4,26.43,8
503-21-4385,2/21/2019,Mandalay,Member,Male,Health and beauty,9.33,39.91,3
305-89-2768,1/9/2019,Mandalay,Member,Female,Home and lifestyle,9.86,21.9,3
574-80-1489,2/25/2019,Mandalay,Member,Female,Food and beverages,9.4,62.85,4
784-08-0310,1/13/2019,Naypyitaw,Member,Female,Food and beverages,9.4,21.04,4
200-40-6154,2/9/2019,Mandalay,Member,Male,Home and lifestyle,9.86,65.91,6
846-10-0341,1/6/2019,Yangon,Normal,Female,Fashion accessories,8.64,42.57,7
577-34-7579,1/10/2019,Naypyitaw,Member,Male,Food and beverages,9.4,50.49,9
430-02-3888,2/7/2019,Mandalay,Normal,Male,Electronic accessories,9.8,46.02,6
867-47-1948,1/9/2019,Naypyitaw,Normal,Female,Home and lifestyle,9.86,15.8,10
384-59-6655,2/19/2019,Yangon,Member,Female,Food and beverages,9.4,98.66,9
256-58-3609,3/18/2019,Naypyitaw,Member,Male,Fashion accessories,8.64,91.98,1
324-92-3863,2/5/2019,Yangon,Member,Male,Electronic accessories,9.8,20.89,2
593-08-5916,3/19/2019,Yangon,Normal,Female,Fashion accessories,8.64,15.5,1
364-34-2972,3/30/2019,Naypyitaw,Member,Male,Electronic accessories,9.8,96.82,3
794-42-3736,1/26/2019,Mandalay,Normal,Male,Food and beverages,9.4,33.33,2
172-42-8274,3/2/2019,Mandalay,Normal,Female,Electronic accessories,9.8,38.27,2
558-60-5016,3/4/2019,Yangon,Normal,Female,Home and lifestyle,9.86,33.3,9
195-06-0432,1/13/2019,Yangon,Member,Male,Home and lifestyle,9.86,81.01,3
605-03-2706,3/25/2019,Yangon,Normal,Female,Health and beauty,9.33,15.8,3
214-30-2776,3/11/2019,Mandalay,Member,Female,Electronic accessories,9.8,34.49,5
746-04-1077,1/1/2019,Mandalay,Member,Female,Food and beverages,9.4,84.63,10
448-34-8700,2/10/2019,Mandalay,Member,Male,Home and lifestyle,9.86,36.91,7
452-04-8808,1/26/2019,Mandalay,Normal,Male,Electronic accessories,9.8,87.08,7
531-56-4728,2/11/2019,Yangon,Normal,Male,Home and lifestyle,9.86,80.08,3
744-82-9138,2/7/2019,Naypyitaw,Normal,Male,Fashion accessories,8.64,86.13,2
883-69-1285,3/6/2019,Mandalay,Member,Male,Fashion accessories,8.64,49.92,2
221-25-5073,3/4/2019,Yangon,Normal,Female,Food and beverages,9.4,74.66,4
518-71-6847,2/26/2019,Mandalay,Member,Male,Food and beverages,9.4,26.6,6
156-20-0370,3/10/2019,Mandalay,Normal,Female,Electronic accessories,9.8,25.45,1
151-33-7434,2/4/2019,Mandalay,Normal,Female,Food and beverages,9.4,67.77,1
728-47-9078,1/19/2019,Naypyitaw,Member,Male,Food and beverages,9.4,59.59,4
809-46-1866,1/23/2019,Yangon,Normal,Male,Health and beauty,9.33,58.15,4
139-32-4183,3/14/2019,Yangon,Member,Female,Sports and travel,9.13,97.48,9
148-41-7930,1/23/2019,Naypyitaw,Normal,Male,Health and beauty,9.33,99.96,7
189-40-5216,1/9/2019,Naypyitaw,Normal,Male,Electronic accessories,9.8,96.37,7
374-38-5555,2/7/2019,Mandalay,Normal,Female,Fashion accessories,8.64,63.71,5
764-44-8999,2/18/2019,Mandalay,Normal,Female,Health and beauty,9.33,14.76,2
552-44-5977,1/3/2019,Mandalay,Member,Male,Health and beauty,9.33,62.0,8
267-62-7380,3/29/2019,Naypyitaw,Member,Male,Electronic accessories,9.8,82.34,10
430-53-4718,1/28/2019,Mandalay,Member,Male,Health and beauty,9.33,75.37,8
886-18-2897,3/22/2019,Yangon,Normal,Female,Food and beverages,9.4,56.56,5
602-16-6955,1/24/2019,Mandalay,Normal,Female,Sports and travel,9.13,76.6,10
745-74-0715,3/10/2019,Yangon,Normal,Male,Electronic accessories,9.8,58.03,2
690-01-6631,2/22/2019,Mandalay,Normal,Male,Fashion accessories,8.64,17.49,10
652-49-6720,2/18/2019,Naypyitaw,Member,Female,Electronic accessories,9.8,60.95,1
233-67-5758,1/29/2019,Naypyitaw,Normal,Male,Health and beauty,9.33,40.35,1
303-96-2227,3/2/2019,Mandalay,Normal,Female,Home and lifestyle,9.86,97.38,10
727-02-1313,2/9/2019,Yangon,Member,Male,Food and beverages,9.4,31.84,1
347-56-2442,2/22/2019,Yangon,Normal,Male,Home and lifestyle,9.86,65.82,1
849-09-3807,2/18/2019,Yangon,Member,Female,Fashion accessories,8.64,88.34,7
